,Unnamed: 0,problem_id,problem,assign,user_answer,scoring_criterion,correct_scoring_criterion,keyword_criterion,correct_keyword_criterion,annotator
204,204,7,[네트워크 1] 쿠키와 세션의 차이점을 설명해주세요.,jack,쿠키는 클라이언트에 저장되어서 서버에 요청시 빠른 속도를 냅니다. 세션은 서버에 정보가 있기 때문에 서버의 처리가 필요해서 쿠키보다 느린 속도를 냅니다.,"['세션이 쿠키보다 보안에 유리하다.', '세션이 쿠키보다 속도가 느리다.', '쿠키는 클라이언트측에 저장되고, 세션은 서버에 저장이 된다.', '세션은 브라우저가 종료되면 만료기간이 남아있어도 삭제된다.']","[1, 2]","['라이프사이클', '보안', '저장위치', '속도']","[2, 3]",mjw8523@gmail.com
205,205,2,[네트워크 2] HTTP 메서드의 멱등성에 대해서 설명해주세요.,jack,"멱등성이란 여러번 수행해도 결과가 같음을 의미한다.
HTTP 메소드를 예를 들자면, GET, PUT, DELETE는 같은 경로로 여러 번 호출해도 결과가 같다. 그러나 POST는 매 호출마다 새로운 데이터가 추가된다. 따라서 POST는 결과가 Idempotent하지 않지만, PUT은 반복 수행해도 그 결과가 Idempotent하다.","['서버가 상태가 요청후에도 동일하다.', '동일한 요청을 여러번 해도 결과가 바뀌지 않는다.']",[1],"['동일한 요청', '상태']",[0],mjw8523@gmail.com
206,206,5,[데이터베이스 1] Primary key가 무엇인지 설명해주세요.,big jo,기본키는 데이터베이스에서 테이블을 설계할 때 꼭 필요한 존재이다. 유일한 값을 가지며 NULL값을 가질 수 없다.,"['특정 튜플을 유일하게 구별할 수 있는 속성을 가진다.', '키를 구성하는 속성들 중 꼭 필요한 최소한의 속성들로만 키를 구성해야 한다.', 'NULL 값을 가질 수 없다.', '후보키 중 엔티티를 대표할 수 있는 키이다.', '자주 변경되지 않아야 한다.']","[0, 2]","['대표성', '후보키', '유일성, unique', nan]",[1],mjw8523@gmail.com
207,207,9,[운영체제 1] Deadlock의 발생조건 네가지를 간단히 설명해주세요.,big jo,데드락은 프로세스가 자원을 보유한 상태로 다른 프로세스의 자원을 점유하기 위해 대기할 때 발생합니다.,"['한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. ', '이미 할당된 자원을 강제로 빼앗을 수 없다.', '대기 프로세스의 집합이 순환 형태로 자원을 대기하고 있어야 한다.', '자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재한다.']",[3],"['상호 배제', '점유 대기', '순환 대기', '비선점']",[1],mjw8523@gmail.com
208,208,7,[네트워크 1] 쿠키와 세션의 차이점을 설명해주세요.,jack,세션은 서버에 저장되기 때문에 서버에 처리를 요구하는 부하와 저장 공간을 필요로 합니다. 그러나 쿠키는 클라이언트의 브라우저에 저장하기 때문에 저장 공간을 클라이언트가 부단하고 부하도 덜 합니다.,"['세션이 쿠키보다 보안에 유리하다.', '세션이 쿠키보다 속도가 느리다.', '쿠키는 클라이언트측에 저장되고, 세션은 서버에 저장이 된다.', '세션은 브라우저가 종료되면 만료기간이 남아있어도 삭제된다.']",[2],"['라이프사이클', '보안', '저장위치', '속도']",[2],mjw8523@gmail.com
209,209,2,[네트워크 2] HTTP 메서드의 멱등성에 대해서 설명해주세요.,jack,멱등한 HTTP 메서드는 몇 번을 호출되더라도 동일한 결과를 리턴하는 메서드를 말한다.,"['서버가 상태가 요청후에도 동일하다.', '동일한 요청을 여러번 해도 결과가 바뀌지 않는다.']",[1],"['동일한 요청', '상태']",[],mjw8523@gmail.com
210,210,5,[데이터베이스 1] Primary key가 무엇인지 설명해주세요.,big jo,기본키는 특정 컬럼 내에 데이터가 유일하도록 보장해주는데 사용된다. 테이블 내에 하나만 존재한다.,"['특정 튜플을 유일하게 구별할 수 있는 속성을 가진다.', '키를 구성하는 속성들 중 꼭 필요한 최소한의 속성들로만 키를 구성해야 한다.', 'NULL 값을 가질 수 없다.', '후보키 중 엔티티를 대표할 수 있는 키이다.', '자주 변경되지 않아야 한다.']",[0],"['대표성', '후보키', '유일성, unique', nan]",[],mjw8523@gmail.com
211,211,9,[운영체제 1] Deadlock의 발생조건 네가지를 간단히 설명해주세요.,big jo,"데드락이 발생하기 위한 조건 네가지는 상호 배제, 점유 대기, 비선점, 순환 대기 등이 있다.","['한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. ', '이미 할당된 자원을 강제로 빼앗을 수 없다.', '대기 프로세스의 집합이 순환 형태로 자원을 대기하고 있어야 한다.', '자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재한다.']",[],"['상호 배제', '점유 대기', '순환 대기', '비선점']","[0, 1, 2, 3]",mjw8523@gmail.com
212,212,7,[네트워크 1] 쿠키와 세션의 차이점을 설명해주세요.,jack,쿠키는 클라이언트측에 저장이 되지만 매 요청마다 헤더에 실려 서버로 전속이 된다. 만약 쿠키에 저장된 정보가 많다면 매번 요청마다 큰 공간적 오버헤드가 발생할 것이다. 그래서 쿠키의 데이터는 4kb로 제한이 되어 있다. 세션은 서버측에 정보를 저장하기 때문에 요청에 대한 공간적 오버헤드는 없지만 세션 DB에 접근해야 하기 때문에 유저가 많아지고 요청이 많아지면 처리 시간에 대한 오버헤드가 발생할 수 있다.,"['세션이 쿠키보다 보안에 유리하다.', '세션이 쿠키보다 속도가 느리다.', '쿠키는 클라이언트측에 저장되고, 세션은 서버에 저장이 된다.', '세션은 브라우저가 종료되면 만료기간이 남아있어도 삭제된다.']","[1, 2]","['라이프사이클', '보안', '저장위치', '속도']","[2, 3]",mjw8523@gmail.com
213,213,2,[네트워크 2] HTTP 메서드의 멱등성에 대해서 설명해주세요.,jack,"GET 메소드는 여러 번 호출해도 타킷 리소스는 동일한 응답을 하므로, PUT 메소드는 동일한 리소스를 업데이트하고 이후에도 그 결과가 달라지지 않으므로 멱등하다.","['서버가 상태가 요청후에도 동일하다.', '동일한 요청을 여러번 해도 결과가 바뀌지 않는다.']",[1],"['동일한 요청', '상태']",[0],mjw8523@gmail.com
214,214,5,[데이터베이스 1] Primary key가 무엇인지 설명해주세요.,big jo,기본키는 관계형 데이터베이스 테이블 내에 기록을 유일하게 식별하는 역할을 한다. 유니크하며 ,"['특정 튜플을 유일하게 구별할 수 있는 속성을 가진다.', '키를 구성하는 속성들 중 꼭 필요한 최소한의 속성들로만 키를 구성해야 한다.', 'NULL 값을 가질 수 없다.', '후보키 중 엔티티를 대표할 수 있는 키이다.', '자주 변경되지 않아야 한다.']",[0],"['대표성', '후보키', '유일성, unique', nan]",[],mjw8523@gmail.com
215,215,9,[운영체제 1] Deadlock의 발생조건 네가지를 간단히 설명해주세요.,big jo,"상호 배제, 점유 대기, 비선점, 순환 대기","['한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. ', '이미 할당된 자원을 강제로 빼앗을 수 없다.', '대기 프로세스의 집합이 순환 형태로 자원을 대기하고 있어야 한다.', '자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재한다.']",[],"['상호 배제', '점유 대기', '순환 대기', '비선점']","[0, 1, 2, 3]",mjw8523@gmail.com
216,216,7,[네트워크 1] 쿠키와 세션의 차이점을 설명해주세요.,jack,쿠키는 클라이언트측에 저장이 되고 세션은 서버측에 저장이 된다. 그렇기 때문에 쿠키에 로그인 정보를 담아 통신하는 경우 쿠키가 탈취당했을 시에 보안적으로 위험하다. 그러나 세션은 서버에 저장을 하기 때문에 중간에 탈취를 당할 위험이 없다. 그러나 서버에 따로 저장을 하고 DB에 접근해야 하기 때문에 오버헤드가 발생할 수 있다.,"['세션이 쿠키보다 보안에 유리하다.', '세션이 쿠키보다 속도가 느리다.', '쿠키는 클라이언트측에 저장되고, 세션은 서버에 저장이 된다.', '세션은 브라우저가 종료되면 만료기간이 남아있어도 삭제된다.']","[0, 1, 2]","['라이프사이클', '보안', '저장위치', '속도']","[1, 2, 3]",mjw8523@gmail.com
217,217,2,[네트워크 2] HTTP 메서드의 멱등성에 대해서 설명해주세요.,jack,GET은 여러 번 호출해도 동일한 응답을 하므로 멱등하다. 그러나 POST는 복수 호출 시 각기 다른 결과가 리턴되거나 새로운 리소스가 계속 만들어질 수 있으므로 멱등하지 않다. DELETE는 처음에 리소스가 삭제되면 더 이상 존재하지 않고 여러 번 호출해도 결과가 달라지지 않기에 멱등하다.,"['서버가 상태가 요청후에도 동일하다.', '동일한 요청을 여러번 해도 결과가 바뀌지 않는다.']",[1],"['동일한 요청', '상태']",[0],mjw8523@gmail.com
218,218,5,[데이터베이스 1] Primary key가 무엇인지 설명해주세요.,big jo,기본키는 특정 행의 데이터가 유일하다는 것을 보장해주는 역할을 하는 키이다. ,"['특정 튜플을 유일하게 구별할 수 있는 속성을 가진다.', '키를 구성하는 속성들 중 꼭 필요한 최소한의 속성들로만 키를 구성해야 한다.', 'NULL 값을 가질 수 없다.', '후보키 중 엔티티를 대표할 수 있는 키이다.', '자주 변경되지 않아야 한다.']",[0],"['대표성', '후보키', '유일성, unique', nan]",[1],mjw8523@gmail.com
219,219,9,[운영체제 1] Deadlock의 발생조건 네가지를 간단히 설명해주세요.,big jo,"상호 배제, 점유 대기, 비선점, 순환 대기의 네가지 조건이 있습니다.","['한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. ', '이미 할당된 자원을 강제로 빼앗을 수 없다.', '대기 프로세스의 집합이 순환 형태로 자원을 대기하고 있어야 한다.', '자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재한다.']",[],"['상호 배제', '점유 대기', '순환 대기', '비선점']","[0, 1, 2, 3]",mjw8523@gmail.com
220,220,1,[자료구조 1] Array의 특징을 설명해주세요.,kshired,"배열은 같은 타입의 데이터를 여러개 나열한 선형 자료구조이며, 연속적인 메모리 공간에 순차적으로 데이터를 저장합니다.
배열은 선언할 때 크기를 정하면, 그 크기로 고정이 된다. 선언된 값은 다시 배열을 선언하지 않으면 변경할 수 없다.","['인덱스(index)로 해당 원소(element)에 접근할 수 있다.', 'O(1)의 시간복잡도로 랜덤 액세스가 가능하다.', '논리적 저장 순서와 물리적 저장 순서가 일치한다.']",[2],"['랜덤 엑세스', '시간 복잡도', '저장 순서']",[2],mjw8523@gmail.com
221,221,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"원자성(Automicity)
트랜잭션에서 정의된 연산들은 모두 성공적으로 실행되던지 아니면 전혀 실행되지 않은 상태로 남아 있어야 한다. (All or Nothing)

일관성(Consistency)
트랜잭션이 실행 되기 전의 데이터베이스 내용이 잘못 되어 있지 않다면
트랜잭션이 실행된 이후에도 데이터베이스의 내용에 잘못이 있으면 안된다.

고립성(Isolation)
트랜잭션이 실행되는 도중에 다른 트랜잭션의 영향을 받아 잘못된 결과를 만들어서는 안된다.

지속성(Durability)
트랜잭션이 성공적으로 수행되면 그 트랜잭션이 갱신한 데이터베이스의 내용은 영구적으로 저장된다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 1, 2, 3]","['일관성', '독립성', '지속성', '원자성']","[0, 1, 2, 3]",mjw8523@gmail.com
222,222,1,[자료구조 1] Array의 특징을 설명해주세요.,kshired,"같은 자료형을 가진 변수를 하나로 나타낸 것이다. 연속된 메모리 공간으로 이루어져있으며, 정적 표현이다. 인덱스를 이용하여 표현한다. 지역성을 갖고 있어서 인덱스를 통한 검색이 용이하며 연속적이기때문에 메모리 관리가 편하다.","['인덱스(index)로 해당 원소(element)에 접근할 수 있다.', 'O(1)의 시간복잡도로 랜덤 액세스가 가능하다.', '논리적 저장 순서와 물리적 저장 순서가 일치한다.']","[0, 2]","['랜덤 엑세스', '시간 복잡도', '저장 순서']",[2],mjw8523@gmail.com
223,223,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"트랜잭션이 신뢰를 가지기 위해 다음과 같은 특성을 가진다.원자성(Atomicity)트랜잭션에 포함된 명령들은 모두 수행되거나, 모두 수행 안되어야 한다. 즉 어느 명령은 실행되고 어느 명령은 실행되지 않으면 안된다.일관성(Consistancy)트랜잭션이 완료된 뒤에는 일관적인 상태에 있어야 한다. 트랜잭션의 영향이 한 방향으로만 전달되어야 한다.고립성(Isolation)트랜잭션은 다른 트랜잭션과 독립적으로 실행되는 것 처럼 보여야 한다. 트랜잭션의 부분상태를 다른 트랜잭션에 제공해서는 안된다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 1, 2]","['일관성', '독립성', '지속성', '원자성']","[0, 1, 3]",mjw8523@gmail.com
224,224,1,[자료구조 1] Array의 특징을 설명해주세요.,kshired,배열은 실제 메모리 상에서 메모리가 순차적으로 저장된다. 따라서 어느 위치에 있는지 인덱스로 손쉽게 접근할수 있는 것이다. 배열은 인덱스를 사용해서 무작위 접근(random access)가 가능하여 검색 성능이 빠르다.,"['인덱스(index)로 해당 원소(element)에 접근할 수 있다.', 'O(1)의 시간복잡도로 랜덤 액세스가 가능하다.', '논리적 저장 순서와 물리적 저장 순서가 일치한다.']","[0, 2]","['랜덤 엑세스', '시간 복잡도', '저장 순서']","[0, 2]",mjw8523@gmail.com
225,225,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"트랜잭션이 신뢰를 가지기 위해 다음과 같은 특성을 가진다.원자성(Atomicity)트랜잭션에 포함된 명령들은 모두 수행되거나, 모두 수행 안되어야 한다. 즉 어느 명령은 실행되고 어느 명령은 실행되지 않으면 안된다. 고립성(Isolation)트랜잭션은 다른 트랜잭션과 독립적으로 실행되는 것 처럼 보여야 한다. 트랜잭션의 부분상태를 다른 트랜잭션에 제공해서는 안된다. 지속성(Durability)트랜잭션의 결과는 반드시 데이터베이스에 반영되어야 한다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 2, 3]","['일관성', '독립성', '지속성', '원자성']","[1, 2, 3]",mjw8523@gmail.com
226,226,1,[자료구조 1] Array의 특징을 설명해주세요.,kshired,"배열(Array)은 같은 자료형을 가진 연속된 메모리 공간으로 이루어진 자료구조이다. 가장 기본적이 자료구조로, 구조가 간단하여 데이터를 읽어오는데 걸리는 시간이 가장 빨라서 많은 양의 데이터를 처리할 때 유용하다. 배열을 구성하는 값들을 배열 요소(element)라고 하며, 배열에서의 위치를 가리키는 숫자를 인덱스(Index)라고 한다.","['인덱스(index)로 해당 원소(element)에 접근할 수 있다.', 'O(1)의 시간복잡도로 랜덤 액세스가 가능하다.', '논리적 저장 순서와 물리적 저장 순서가 일치한다.']","[0, 2]","['랜덤 엑세스', '시간 복잡도', '저장 순서']",[2],mjw8523@gmail.com
227,227,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"트랜잭션이 신뢰를 가지기 위해 다음과 같은 특성을 가진다.원자성(Atomicity)트랜잭션에 포함된 명령들은 모두 수행되거나, 모두 수행 안되어야 한다. 즉 어느 명령은 실행되고 어느 명령은 실행되지 않으면 안된다.일관성(Consistancy)트랜잭션이 완료된 뒤에는 일관적인 상태에 있어야 한다. 트랜잭션의 영향이 한 방향으로만 전달되어야 한다. 지속성(Durability)트랜잭션의 결과는 반드시 데이터베이스에 반영되어야 한다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 1, 3]","['일관성', '독립성', '지속성', '원자성']","[0, 2, 3]",mjw8523@gmail.com
228,228,1,[자료구조 1] Array의 특징을 설명해주세요.,kshired,"여러 데이터를 하나의 이름으로 그룹핑해서 관리하는 자료구조(하나의 변수에 여러 데이터)로 반복문과 결합하여 많은 정보를 효율적으로 처리한다. 배열의 인덱스를 이용하여 값을 식별할 수 있으며, 크기가 고정되어있다는 단점이 존재한다.
","['인덱스(index)로 해당 원소(element)에 접근할 수 있다.', 'O(1)의 시간복잡도로 랜덤 액세스가 가능하다.', '논리적 저장 순서와 물리적 저장 순서가 일치한다.']",[0],"['랜덤 엑세스', '시간 복잡도', '저장 순서']",[],mjw8523@gmail.com
229,229,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"원자성(Atomicity) : 트랜잭션이 DB에 모두 반영되거나, 혹은 전혀 반영되지 않아야 한다.
일관성(Consistency) : 트랜잭션의 작업 처리 결과는 항상 일관성이 있어야 한다.
독립성(Isolation) : 둘 이상의 트랜잭션이 동시에 병행 실행되고 있을 때, 어떤 트랜잭션도 다른 트랜잭션 연산에 끼어들 수 없다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 1, 2]","['일관성', '독립성', '지속성', '원자성']","[0, 1, 3]",mjw8523@gmail.com
230,230,1,[자료구조 1] Array의 특징을 설명해주세요.,kshired,"배열(array)은 같은 타입의 변수들로 이루어진 유한 집합으로 정의됩니다.
배열을 구성하는 각각의 값을 배열 요소 (element)라고 하며, 배열에서의 위치를 가리키는 숫자는 인덱스(index)라고 합니다. 인덱스로 접근할 때 시간 복잡도가 0(1)이라는 장점이 있습니다.","['인덱스(index)로 해당 원소(element)에 접근할 수 있다.', 'O(1)의 시간복잡도로 랜덤 액세스가 가능하다.', '논리적 저장 순서와 물리적 저장 순서가 일치한다.']","[0, 1]","['랜덤 엑세스', '시간 복잡도', '저장 순서']",[1],mjw8523@gmail.com
231,231,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"일관성(Consistency) : 트랜잭션의 작업 처리 결과는 항상 일관성이 있어야 한다.
독립성(Isolation) : 둘 이상의 트랜잭션이 동시에 병행 실행되고 있을 때, 어떤 트랜잭션도 다른 트랜잭션 연산에 끼어들 수 없다.
영속성(Durability) : 트랜잭션이 성공적으로 완료 되었으면 결과는 영구적으로 반영되어야 한다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[1, 2, 3]","['일관성', '독립성', '지속성', '원자성']","[0, 1, 2]",mjw8523@gmail.com
232,232,1,[자료구조 1] Array의 특징을 설명해주세요.,kshired,각 배열의 원소들의 데이터 크기는 같다. 또한 연속적으로 메모리에 저장된다는 특징이 있으며 인덱스를 통해 랜덤액세스가 가능하다.,"['인덱스(index)로 해당 원소(element)에 접근할 수 있다.', 'O(1)의 시간복잡도로 랜덤 액세스가 가능하다.', '논리적 저장 순서와 물리적 저장 순서가 일치한다.']","[0, 2]","['랜덤 엑세스', '시간 복잡도', '저장 순서']","[0, 2]",mjw8523@gmail.com
233,233,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"원자성(Atomicity) : 트랜잭션이 DB에 모두 반영되거나, 혹은 전혀 반영되지 않아야 한다.
일관성(Consistency) : 트랜잭션의 작업 처리 결과는 항상 일관성이 있어야 한다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 1]","['일관성', '독립성', '지속성', '원자성']","[0, 3]",mjw8523@gmail.com
234,234,1,[자료구조 1] Array의 특징을 설명해주세요.,kshired,각 배열의 원소들의 데이터 크기는 같다. 또한 연속적으로 메모리에 저장된다는 특징이 있으며 인덱스를 통해 랜덤액세스가 O(1)의 시간복잡도를 통해 가능하다.,"['인덱스(index)로 해당 원소(element)에 접근할 수 있다.', 'O(1)의 시간복잡도로 랜덤 액세스가 가능하다.', '논리적 저장 순서와 물리적 저장 순서가 일치한다.']","[1, 2]","['랜덤 엑세스', '시간 복잡도', '저장 순서']","[0, 1, 2]",mjw8523@gmail.com
235,235,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"일관성(Consistency) : 트랜잭션의 작업 처리 결과는 항상 일관성이 있어야 한다.
영속성(Durability) : 트랜잭션이 성공적으로 완료 되었으면 결과는 영구적으로 반영되어야 한다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[1, 3]","['일관성', '독립성', '지속성', '원자성']","[0, 2]",mjw8523@gmail.com
236,236,1,[자료구조 1] Array의 특징을 설명해주세요.,kshired,배열은 인덱스를 통해 랜덤액세스가 O(1)의 시간복잡도를 통해 가능하다. 논리적인 저장순서와 물리적인 저장순서가 동일하다는 특징이 있다.,"['인덱스(index)로 해당 원소(element)에 접근할 수 있다.', 'O(1)의 시간복잡도로 랜덤 액세스가 가능하다.', '논리적 저장 순서와 물리적 저장 순서가 일치한다.']","[0, 1, 2]","['랜덤 엑세스', '시간 복잡도', '저장 순서']","[0, 1, 2]",mjw8523@gmail.com
237,237,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"트랜잭션은 작업의 안전성과 데이터의 무결성을 유지시키기 위해 다음의 4가지 성질을 가지고 있습니다.

Atomicity(원자성)
트랜잭션의 수행결과는 데이터베이스에 전부 반영되거나, 전부 반영되지 않아야 합니다.(Nothing or All)
Consistency(일관성)
트랜잭션 수행 후 데이터 모델의 모든 제약조건을 만족하지 않아도 됩니다.
Isolation(고립성)
Durability(지속성)
트랜잭션의 성공결과는 장애 발생 후에도 변함없이 보관되어야 합니다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 3]","['일관성', '독립성', '지속성', '원자성']","[0, 1, 2, 3]",mjw8523@gmail.com
238,238,1,[자료구조 1] Array의 특징을 설명해주세요.,kshired,"데이터를 순차적으로 저장하며, 물리적으로도 순차적으로 저장되어 있다. 인덱스를 통해 원하는 데이터를 접근할 수 있으며, O(1)에 랜덤 액세스가 가능하다.","['인덱스(index)로 해당 원소(element)에 접근할 수 있다.', 'O(1)의 시간복잡도로 랜덤 액세스가 가능하다.', '논리적 저장 순서와 물리적 저장 순서가 일치한다.']","[0, 1, 2]","['랜덤 엑세스', '시간 복잡도', '저장 순서']","[0, 1, 2]",mjw8523@gmail.com
239,239,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"트랜잭션은 작업의 안전성과 데이터의 무결성을 유지시키기 위해 다음의 4가지 성질을 가지고 있습니다.

Atomicity(원자성)
Consistency(일관성)
트랜잭션 수행 후 데이터 모델의 모든 제약조건을 만족해야 합니다.
Isolation(고립성)
트랜잭션 수행 시 다른 트랜잭션이 영향을 미치지 않아야 합니다.
Durability(지속성)","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']",[2],"['일관성', '독립성', '지속성', '원자성']","[0, 1, 2, 3]",mjw8523@gmail.com
240,240,1,[자료구조 1] Array의 특징을 설명해주세요.,kshired,"데이터를 순차적으로 저장하며, 물리적으로도 순차적으로 저장되어 있다. 인덱스를 통해 원하는 데이터를 접근할 수 있다.","['인덱스(index)로 해당 원소(element)에 접근할 수 있다.', 'O(1)의 시간복잡도로 랜덤 액세스가 가능하다.', '논리적 저장 순서와 물리적 저장 순서가 일치한다.']","[0, 2]","['랜덤 엑세스', '시간 복잡도', '저장 순서']",[2],mjw8523@gmail.com
